amount,payment_method,error_source,error_step,error_reason,hour_of_day,day_of_week,previous_attempts,recovered_within_24h
231865,upi,customer,payment_authentication,incorrect_pin,8,0,1,0
119980,card,customer,payment_authentication,incorrect_pin,13,2,1,1
136252,upi,customer,payment_authentication,incorrect_pin,9,1,2,0
226307,wallet,gateway,payment_processing,payment_timed_out,8,6,1,1
29519,upi,gateway,payment_processing,payment_timed_out,8,5,5,0
184509,wallet,bank,payment_processing,bank_unavailable,8,4,5,0
109509,netbanking,customer,payment_authentication,incorrect_pin,9,0,1,0
57307,wallet,bank,payment_processing,bank_unavailable,20,5,2,1
63825,netbanking,unknown,unknown,unknown,13,3,4,0
173445,card,customer,payment_authorization,insufficient_funds,10,1,4,0
191916,netbanking,bank,payment_processing,bank_unavailable,17,3,3,0
175712,card,customer,payment_authentication,expired_card,12,3,5,0
345292,upi,customer,payment_authorization,insufficient_funds,22,2,4,1
261531,card,bank,payment_processing,bank_unavailable,13,6,4,1
97163,card,bank,payment_processing,bank_unavailable,5,6,3,1
486204,upi,bank,payment_processing,bank_unavailable,13,0,3,1
365321,upi,gateway,payment_processing,payment_timed_out,18,6,2,0
235539,wallet,customer,payment_authentication,expired_card,5,2,3,0
25535,netbanking,customer,payment_authentication,incorrect_pin,4,5,5,1
457299,card,customer,payment_authentication,incorrect_pin,14,5,2,1
372511,wallet,bank,payment_processing,bank_unavailable,21,4,1,0
231317,upi,unknown,unknown,unknown,8,5,3,0
81715,card,customer,payment_authentication,incorrect_pin,12,4,4,1
54664,wallet,customer,payment_authentication,incorrect_pin,15,5,5,0
145648,netbanking,gateway,payment_processing,payment_timed_out,15,2,3,0
115846,card,bank,payment_processing,bank_unavailable,3,5,4,1
105448,card,customer,payment_authorization,insufficient_funds,9,6,2,0
204351,upi,customer,payment_authorization,insufficient_funds,23,6,3,0
24249,upi,customer,payment_authentication,expired_card,21,1,3,1
163359,upi,customer,payment_authentication,expired_card,18,3,2,0
435646,wallet,customer,payment_authentication,expired_card,0,3,4,0
433049,netbanking,customer,payment_authorization,insufficient_funds,10,4,5,0
5198,card,customer,payment_authentication,expired_card,1,4,2,0
339644,wallet,unknown,unknown,unknown,7,5,1,0
495555,upi,customer,payment_authorization,insufficient_funds,20,3,5,0
289576,upi,bank,payment_processing,bank_unavailable,9,4,5,0
195781,card,customer,payment_authentication,incorrect_pin,4,6,5,1
246124,wallet,customer,payment_authentication,expired_card,17,0,2,0
107407,netbanking,customer,payment_authentication,incorrect_pin,18,4,4,1
199238,wallet,customer,payment_authorization,insufficient_funds,15,2,4,1
468532,upi,gateway,payment_processing,payment_timed_out,19,6,4,0
306484,wallet,customer,payment_authentication,incorrect_pin,16,3,5,0
216008,upi,unknown,unknown,unknown,15,4,5,0
63179,upi,bank,payment_processing,bank_unavailable,21,5,3,1
453205,netbanking,bank,payment_processing,bank_unavailable,7,1,1,1
82104,upi,customer,payment_authentication,expired_card,10,3,1,1
361081,wallet,customer,payment_authentication,expired_card,13,5,5,0
152255,wallet,bank,payment_processing,bank_unavailable,16,5,5,0
140030,netbanking,unknown,unknown,unknown,11,1,1,0
86421,card,unknown,unknown,unknown,10,5,2,1
188165,upi,customer,payment_authorization,insufficient_funds,3,1,2,0
338872,netbanking,gateway,payment_processing,payment_timed_out,15,1,2,1
208904,netbanking,customer,payment_authorization,insufficient_funds,2,5,4,0
13359,wallet,unknown,unknown,unknown,11,4,3,0
132738,netbanking,customer,payment_authorization,insufficient_funds,9,3,3,0
80928,upi,customer,payment_authorization,insufficient_funds,18,3,3,1
201472,upi,gateway,payment_processing,payment_timed_out,11,6,4,0
451402,wallet,gateway,payment_processing,payment_timed_out,0,1,4,0
481410,upi,customer,payment_authentication,incorrect_pin,12,2,1,1
498775,wallet,customer,payment_authentication,expired_card,5,3,1,1
57223,upi,bank,payment_processing,bank_unavailable,9,5,2,1
244308,netbanking,customer,payment_authentication,expired_card,7,3,3,0
23746,wallet,customer,payment_authentication,expired_card,3,5,5,0
248190,card,unknown,unknown,unknown,22,5,5,0
288762,upi,unknown,unknown,unknown,6,6,4,0
386926,wallet,customer,payment_authentication,expired_card,12,3,1,0
168875,upi,gateway,payment_processing,payment_timed_out,19,3,1,1
19058,netbanking,unknown,unknown,unknown,8,0,3,0
227624,wallet,customer,payment_authorization,insufficient_funds,22,0,3,0
214084,netbanking,gateway,payment_processing,payment_timed_out,9,3,4,0
312479,upi,gateway,payment_processing,payment_timed_out,22,5,1,1
50814,wallet,customer,payment_authentication,incorrect_pin,10,5,5,0
306981,upi,unknown,unknown,unknown,0,2,3,0
201062,netbanking,gateway,payment_processing,payment_timed_out,20,3,3,0
369774,netbanking,bank,payment_processing,bank_unavailable,20,5,1,0
491928,card,bank,payment_processing,bank_unavailable,23,2,5,0
114583,card,bank,payment_processing,bank_unavailable,2,1,3,0
377063,upi,unknown,unknown,unknown,20,6,2,0
64718,wallet,unknown,unknown,unknown,8,3,2,0
492538,upi,gateway,payment_processing,payment_timed_out,20,1,2,0
241009,card,customer,payment_authentication,expired_card,23,1,1,1
373279,netbanking,customer,payment_authentication,incorrect_pin,4,2,5,1
388977,netbanking,unknown,unknown,unknown,8,1,5,0
304447,netbanking,customer,payment_authentication,incorrect_pin,6,3,5,1
192811,netbanking,customer,payment_authorization,insufficient_funds,7,5,2,1
377356,netbanking,customer,payment_authentication,incorrect_pin,14,5,3,1
238677,wallet,unknown,unknown,unknown,9,6,3,1
329887,card,bank,payment_processing,bank_unavailable,15,5,3,1
307014,wallet,customer,payment_authorization,insufficient_funds,16,2,3,0
232569,wallet,customer,payment_authentication,incorrect_pin,4,0,3,1
59418,wallet,bank,payment_processing,bank_unavailable,1,1,4,0
146980,wallet,gateway,payment_processing,payment_timed_out,17,5,1,1
468964,wallet,unknown,unknown,unknown,4,2,1,0
260569,upi,customer,payment_authentication,expired_card,4,5,5,0
318401,wallet,customer,payment_authentication,expired_card,14,3,5,1
129988,netbanking,unknown,unknown,unknown,6,6,5,0
353185,card,unknown,unknown,unknown,4,3,2,1
243851,netbanking,customer,payment_authorization,insufficient_funds,7,6,3,1
110156,card,unknown,unknown,unknown,12,1,1,0
73921,netbanking,customer,payment_authentication,expired_card,20,5,2,0
198109,wallet,unknown,unknown,unknown,23,3,4,0
283132,upi,customer,payment_authentication,incorrect_pin,17,1,2,0
140802,card,customer,payment_authentication,incorrect_pin,21,1,3,1
123396,wallet,unknown,unknown,unknown,12,2,1,1
135535,card,gateway,payment_processing,payment_timed_out,9,1,3,0
147510,wallet,customer,payment_authorization,insufficient_funds,19,6,4,0
369766,upi,unknown,unknown,unknown,7,1,3,1
250015,netbanking,customer,payment_authentication,incorrect_pin,19,4,3,1
235086,wallet,gateway,payment_processing,payment_timed_out,23,3,5,1
82100,wallet,customer,payment_authorization,insufficient_funds,9,3,2,0
272735,upi,customer,payment_authentication,incorrect_pin,15,4,2,1
481228,wallet,gateway,payment_processing,payment_timed_out,18,6,4,0
373011,card,unknown,unknown,unknown,18,6,3,0
224025,card,customer,payment_authentication,incorrect_pin,4,6,5,0
154178,card,customer,payment_authentication,incorrect_pin,23,3,1,1
176787,netbanking,customer,payment_authentication,expired_card,12,5,1,0
14404,netbanking,customer,payment_authentication,incorrect_pin,1,1,2,1
15569,card,gateway,payment_processing,payment_timed_out,2,6,3,1
388399,upi,unknown,unknown,unknown,17,1,5,0
421784,wallet,gateway,payment_processing,payment_timed_out,10,0,3,1
484309,upi,customer,payment_authorization,insufficient_funds,2,5,3,1
313291,upi,customer,payment_authorization,insufficient_funds,12,5,1,0
464665,netbanking,gateway,payment_processing,payment_timed_out,14,0,3,0
208786,card,customer,payment_authentication,incorrect_pin,1,6,3,1
127788,netbanking,customer,payment_authentication,expired_card,8,0,3,0
123521,wallet,bank,payment_processing,bank_unavailable,11,0,4,1
119083,upi,gateway,payment_processing,payment_timed_out,18,6,3,1
372824,card,customer,payment_authorization,insufficient_funds,15,1,1,0
5957,netbanking,gateway,payment_processing,payment_timed_out,2,1,1,1
472792,wallet,gateway,payment_processing,payment_timed_out,14,5,1,0
387632,netbanking,customer,payment_authorization,insufficient_funds,21,4,4,0
191024,card,bank,payment_processing,bank_unavailable,1,3,5,0
351227,netbanking,customer,payment_authentication,incorrect_pin,23,6,5,0
68303,wallet,bank,payment_processing,bank_unavailable,2,0,2,1
216265,card,customer,payment_authorization,insufficient_funds,14,6,1,1
55488,wallet,customer,payment_authentication,incorrect_pin,8,1,4,0
56936,wallet,customer,payment_authentication,expired_card,17,4,1,0
4174,card,customer,payment_authentication,expired_card,20,2,4,0
398110,upi,customer,payment_authentication,incorrect_pin,20,2,2,1
372234,wallet,customer,payment_authorization,insufficient_funds,20,2,5,0
446595,upi,customer,payment_authentication,incorrect_pin,19,3,4,1
490717,card,gateway,payment_processing,payment_timed_out,7,6,4,0
482430,upi,bank,payment_processing,bank_unavailable,11,0,3,0
496417,netbanking,customer,payment_authentication,incorrect_pin,17,4,5,0
8913,card,customer,payment_authorization,insufficient_funds,4,6,3,0
392315,netbanking,unknown,unknown,unknown,13,5,4,1
361888,wallet,customer,payment_authorization,insufficient_funds,12,6,2,0
81929,wallet,gateway,payment_processing,payment_timed_out,23,0,3,0
69268,wallet,bank,payment_processing,bank_unavailable,1,2,5,1
488877,upi,customer,payment_authorization,insufficient_funds,2,2,2,0
441388,card,customer,payment_authorization,insufficient_funds,0,3,1,0
164579,upi,customer,payment_authentication,incorrect_pin,13,2,2,1
38308,wallet,gateway,payment_processing,payment_timed_out,13,1,2,1
167476,netbanking,bank,payment_processing,bank_unavailable,14,5,3,0
3653,card,bank,payment_processing,bank_unavailable,5,1,1,1
343981,netbanking,customer,payment_authentication,incorrect_pin,7,6,1,1
190697,netbanking,gateway,payment_processing,payment_timed_out,10,0,2,0
25475,card,customer,payment_authorization,insufficient_funds,1,2,3,0
489881,card,customer,payment_authentication,expired_card,18,4,1,0
413059,upi,unknown,unknown,unknown,1,6,2,1
452461,card,gateway,payment_processing,payment_timed_out,16,5,2,1
498652,card,customer,payment_authentication,expired_card,10,0,1,1
8072,wallet,unknown,unknown,unknown,23,5,2,1
387760,wallet,customer,payment_authorization,insufficient_funds,16,2,2,1
393977,wallet,unknown,unknown,unknown,11,6,1,1
391057,upi,customer,payment_authentication,expired_card,16,5,4,0
133262,wallet,bank,payment_processing,bank_unavailable,2,1,1,0
195766,card,customer,payment_authorization,insufficient_funds,4,2,3,0
464641,card,gateway,payment_processing,payment_timed_out,11,5,4,0
33894,wallet,unknown,unknown,unknown,20,6,5,0
320899,wallet,gateway,payment_processing,payment_timed_out,19,4,3,0
396541,upi,customer,payment_authentication,incorrect_pin,9,1,3,1
399224,card,bank,payment_processing,bank_unavailable,6,2,4,1
298982,netbanking,gateway,payment_processing,payment_timed_out,23,5,5,0
383665,netbanking,bank,payment_processing,bank_unavailable,13,4,2,1
454760,card,gateway,payment_processing,payment_timed_out,2,1,4,0
383164,netbanking,gateway,payment_processing,payment_timed_out,5,1,3,1
58865,wallet,customer,payment_authentication,incorrect_pin,20,1,1,1
123025,upi,customer,payment_authentication,expired_card,21,3,4,0
153256,netbanking,customer,payment_authorization,insufficient_funds,21,3,5,0
172204,netbanking,bank,payment_processing,bank_unavailable,0,3,1,0
180967,wallet,bank,payment_processing,bank_unavailable,19,6,1,1
110711,card,gateway,payment_processing,payment_timed_out,2,4,5,0
341957,upi,unknown,unknown,unknown,19,4,3,0
56008,netbanking,bank,payment_processing,bank_unavailable,21,2,2,0
394085,netbanking,customer,payment_authentication,expired_card,8,4,4,0
329663,card,customer,payment_authentication,expired_card,4,6,2,0
480550,wallet,customer,payment_authentication,expired_card,17,0,2,0
4262,wallet,customer,payment_authentication,expired_card,1,2,2,0
148408,upi,gateway,payment_processing,payment_timed_out,13,0,3,0
449270,wallet,unknown,unknown,unknown,7,1,1,0
247325,upi,gateway,payment_processing,payment_timed_out,10,0,2,1
280899,card,customer,payment_authentication,incorrect_pin,19,4,2,0
15451,upi,bank,payment_processing,bank_unavailable,23,5,1,1
381292,card,bank,payment_processing,bank_unavailable,9,6,4,1
127241,wallet,customer,payment_authentication,expired_card,6,1,1,0
481600,card,customer,payment_authentication,expired_card,20,4,5,0
187628,netbanking,gateway,payment_processing,payment_timed_out,9,2,1,0
95122,upi,bank,payment_processing,bank_unavailable,4,2,2,1
297309,netbanking,customer,payment_authorization,insufficient_funds,21,4,1,1
239238,card,bank,payment_processing,bank_unavailable,23,4,2,1
235952,netbanking,unknown,unknown,unknown,6,4,4,1
474975,wallet,customer,payment_authorization,insufficient_funds,3,0,1,0
182873,netbanking,customer,payment_authentication,incorrect_pin,3,2,3,0
199455,upi,unknown,unknown,unknown,14,1,4,0
312415,card,customer,payment_authorization,insufficient_funds,7,0,3,0
86035,upi,customer,payment_authentication,expired_card,14,0,1,1
414480,card,gateway,payment_processing,payment_timed_out,18,3,4,0
115718,upi,customer,payment_authorization,insufficient_funds,0,0,1,0
121599,netbanking,bank,payment_processing,bank_unavailable,20,5,1,0
6347,card,customer,payment_authorization,insufficient_funds,0,0,3,0
172095,upi,customer,payment_authentication,incorrect_pin,2,1,2,1
291773,upi,customer,payment_authentication,incorrect_pin,17,6,1,1
352757,wallet,customer,payment_authorization,insufficient_funds,14,4,4,0
449375,wallet,bank,payment_processing,bank_unavailable,23,3,3,1
389193,wallet,customer,payment_authentication,expired_card,13,0,5,0
161187,upi,customer,payment_authentication,incorrect_pin,10,0,3,1
412873,card,unknown,unknown,unknown,16,6,3,1
98083,wallet,gateway,payment_processing,payment_timed_out,18,5,5,0
105456,netbanking,customer,payment_authentication,incorrect_pin,16,6,1,1
179674,upi,unknown,unknown,unknown,8,5,2,1
270094,upi,customer,payment_authentication,incorrect_pin,23,0,4,1
102362,card,customer,payment_authentication,expired_card,7,5,2,0
450106,wallet,bank,payment_processing,bank_unavailable,8,3,5,1
135867,upi,customer,payment_authentication,expired_card,6,4,2,0
196583,wallet,unknown,unknown,unknown,7,2,3,1
302895,netbanking,unknown,unknown,unknown,5,5,5,0
215512,wallet,customer,payment_authorization,insufficient_funds,13,5,2,0
202540,wallet,customer,payment_authentication,expired_card,17,6,5,0
492427,card,unknown,unknown,unknown,10,3,1,0
218502,wallet,gateway,payment_processing,payment_timed_out,22,1,2,1
57413,upi,unknown,unknown,unknown,11,4,3,0
365402,card,bank,payment_processing,bank_unavailable,11,3,3,1
353096,upi,customer,payment_authorization,insufficient_funds,1,1,5,0
110251,upi,customer,payment_authentication,expired_card,21,5,5,0
425242,upi,gateway,payment_processing,payment_timed_out,3,0,4,0
196577,upi,unknown,unknown,unknown,3,2,4,0
76246,upi,gateway,payment_processing,payment_timed_out,22,4,2,0
87055,card,gateway,payment_processing,payment_timed_out,12,6,5,1
357512,upi,customer,payment_authentication,expired_card,1,4,4,1
108802,upi,customer,payment_authorization,insufficient_funds,10,6,1,0
235399,wallet,bank,payment_processing,bank_unavailable,14,5,5,1
367316,upi,bank,payment_processing,bank_unavailable,0,1,2,1
426593,upi,gateway,payment_processing,payment_timed_out,18,5,3,0
245334,upi,customer,payment_authentication,expired_card,16,2,3,0
453819,upi,gateway,payment_processing,payment_timed_out,0,4,5,1
152007,netbanking,customer,payment_authentication,incorrect_pin,14,1,2,1
436370,wallet,gateway,payment_processing,payment_timed_out,5,3,2,0
125910,netbanking,customer,payment_authentication,expired_card,17,4,1,0
33128,netbanking,unknown,unknown,unknown,9,6,2,0
